price_change_pct,predicted_ratio
-0.15,1.2066730194884336
-0.13999999999999999,1.2066730194884336
-0.13,1.2066730194884336
-0.12,1.2066730194884336
-0.11,1.2066730194884336
-0.1,1.2066730194884336
-0.09,1.2065655994179985
-0.08,1.187625929573219
-0.07,1.138208277624476
-0.06000000000000001,1.1354058353426637
-0.05000000000000002,1.110601206229482
-0.04000000000000001,1.068551025740218
-0.030000000000000013,1.0565403359492254
-0.020000000000000018,1.0359018057778886
-0.010000000000000009,1.034079510722269
-2.7755575615628914e-17,0.9919130902844633
0.009999999999999981,0.9809981271295507
0.01999999999999999,0.9823856104079967
0.02999999999999997,0.9674644110398251
0.03999999999999998,0.9418661610987016
0.04999999999999996,0.9318853401847437
0.05999999999999997,0.8979582862575411
0.06999999999999998,0.9157352657774019
0.07999999999999996,0.8431109220192154
0.08999999999999997,0.8186990943985427
0.09999999999999998,0.8097137059908335
0.10999999999999996,0.8086643181188564
0.11999999999999997,0.8086643181188564
0.12999999999999998,0.8086643181188564
0.13999999999999999,0.8086643181188564
0.14999999999999994,0.8086643181188564
0.15999999999999995,0.8086643181188564
0.16999999999999996,0.8086643181188564
0.17999999999999997,0.8086643181188564
0.18999999999999997,0.8086643181188564
0.19999999999999993,0.8086643181188564
0.20999999999999994,0.8086643181188564
0.21999999999999995,0.8086643181188564
0.22999999999999995,0.8086643181188564
0.23999999999999996,0.8086643181188564
0.24999999999999992,0.8086643181188564
0.2599999999999999,0.8086643181188564
0.2699999999999999,0.8086643181188564
0.2799999999999999,0.8086643181188564
0.2899999999999999,0.8086643181188564
0.3,0.8086643181188564
