,0
promotion,0.627164374803084
price_change_pct,0.1255739789793768
seasonality_index,0.09251935351990609
category_durevoli,0.04780769279632895
base_price,0.03544011038267179
competitor_price_index,0.033263430561088485
base_quantity_weekly,0.032408348480655706
category_premium,0.00547342156092081
category_fmcg,0.0003492889159673914
